"Gene"	"Aliases"	"Aliases3"	"GeneCateg"	"PromoterOf"	"contigV1"	"startV1"	"stopV1"	"strandV1"	"Npaths"	"contigV2"	"startV2"	"stopV2"	"strandV2"	"Qstart"	"Qstop"	"LQueryMapped"	"QueryLength"	"coverage"	"TrimmedCoverage"	"PcIdentity"	"matches"	"mismatches"	"indels"	"unknowns"	"TranslateStart"	"TranslateStop"	"NbOfAA"	"AAchanges"	"NewTargetName"
"Or32"	"Or_g26.1"	"Or32.1"	"Or"	"None"	"EQ124797"	114872	114146	"-"	1	"GL350029"	303362	302636	"-"	1	727	727	727	100	100	100	727	0	0	0	1	726	242	NA	"Or_g26_1"
"Or32"	"Or_g26.2"	"Or32.5"	"Or"	"None"	"EQ124797"	108324	108166	"-"	1	"GL350029"	296978	296820	"-"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g26_2"
"Or32"	"Or_g26.3"	"Or32.4"	"Or"	"None"	"EQ124797"	108535	108407	"-"	1	"GL350029"	297189	297061	"-"	1	129	129	129	100	100	100	129	0	0	0	1	129	43	NA	"Or_g26_3"
"Or32"	"Or_g26.4"	"Or32.3"	"Or"	"None"	"EQ124797"	109497	109398	"-"	1	"GL350029"	298151	298052	"-"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g26_4"
"Or32"	"Or_g26.5"	"Or32.6"	"Or"	"None"	"EQ124797"	108071	108003	"-"	1	"GL350029"	296725	296657	"-"	1	69	69	69	100	100	100	69	0	0	0	1	69	22	NA	"Or_g26_5"
"Or32"	"Or_g26.6"	"Or32.2"	"Or"	"None"	"EQ124797"	113336	113285	"-"	1	"GL350029"	301826	301775	"-"	1	52	52	52	100	100	100	52	0	0	0	3	50	16	NA	"Or_g26_6"
"Or33C"	"Or_g27.1"	"Or33C.1"	"Or"	"None"	"EQ111275"	327628	328363	"+"	1	"GL349725"	639068	639803	"+"	1	736	736	736	100	100	100	736	0	0	0	1	735	245	NA	"Or_g27_1"
"Or33C"	"Or_g27.2"	"Or33C.3"	"Or"	"None"	"EQ111275"	330036	330138	"+"	1	"GL349725"	641502	641604	"+"	1	103	103	103	100	100	100	103	0	0	0	2	103	34	NA	"Or_g27_2"
"Or33C"	"Or_g27.3"	"Or33C.2"	"Or"	"None"	"EQ111275"	329729	329801	"+"	1	"GL349725"	641195	641267	"+"	1	73	73	73	100	100	98.6	72	1	0	0	3	71	23	"K21R [62]"	"Or_g27_3"
"Or34C"	"Or_g28.1"	"Or34C.1"	"Or"	"None"	"EQ117400"	861	151	"-"	1	"GL349966"	286344	287054	"+"	1	711	711	711	100	100	100	711	0	0	0	1	711	237	NA	"Or_g28_1"
"Or35"	"Or_g29.1"	"Or35.1"	"Or"	"None"	"EQ115838"	12170	12899	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g29_1"
"Or35"	"Or_g29.2"	"Or35.4"	"Or"	"None"	"EQ115838"	17459	17617	"+"	1	"GL350520"	18439	18597	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g29_2"
"Or35"	"Or_g29.3"	"Or35.3"	"Or"	"None"	"EQ115838"	17279	17398	"+"	1	"GL350520"	18259	18378	"+"	1	120	120	120	100	100	100	120	0	0	0	1	120	40	NA	"Or_g29_3"
"Or35"	"Or_g29.4"	"Or35.5"	"Or"	"None"	"EQ115838"	17731	17805	"+"	1	"GL350520"	18711	18785	"+"	1	75	75	75	100	100	100	75	0	0	0	1	75	24	NA	"Or_g29_4"
"Or35"	"Or_g29.5"	"Or35.2"	"Or"	"None"	"EQ115838"	13551	13602	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g29_5"
"Or36"	"Or_g30.1"	"Or36.1"	"Or"	"None"	"EQ128051"	84734	84053	"-"	1	"GL350863"	17387	18068	"+"	1	682	682	682	100	100	100	682	0	0	0	1	681	227	NA	"Or_g30_1"
"Or36"	"Or_g30.2"	"Or36.5"	"Or"	"None"	"EQ128051"	78863	78705	"-"	1	"GL350863"	23257	23415	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g30_2"
"Or36"	"Or_g30.3"	"Or36.4"	"Or"	"None"	"EQ128051"	79043	78924	"-"	1	"GL350863"	23077	23196	"+"	1	120	120	120	100	100	100	120	0	0	0	1	120	40	NA	"Or_g30_3"
"Or36"	"Or_g30.4"	"Or36.3"	"Or"	"None"	"EQ128051"	81004	80905	"-"	1	"GL350863"	21116	21215	"+"	1	100	100	100	100	100	99	99	1	0	0	2	100	33	"V12I [34]"	"Or_g30_4"
"Or36"	"Or_g30.5"	"Or36.6"	"Or"	"None"	"EQ128051"	78598	78524	"-"	1	"GL350863"	23522	23596	"+"	1	75	75	75	100	100	100	75	0	0	0	1	75	24	NA	"Or_g30_5"
"Or36"	"Or_g30.6"	"Or36.2"	"Or"	"None"	"EQ128051"	82735	82684	"-"	1	"GL350863"	19385	19436	"+"	1	52	52	52	100	100	100	52	0	0	0	3	53	17	NA	"Or_g30_6"
"Or37"	"Or_g31.1"	"Or37.1"	"Or"	"None"	"EQ125842"	27389	26654	"-"	1	"GL349690"	294508	295243	"+"	1	736	736	736	100	100	99.9	735	1	0	0	1	735	245	"I209V [624]"	"Or_g31_1"
"Or37"	"Or_g31.2"	"Or37.5"	"Or"	"None"	"EQ125842"	22860	22702	"-"	1	"GL349690"	299037	299195	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g31_2"
"Or37"	"Or_g31.3"	"Or37.4"	"Or"	"None"	"EQ125842"	23052	22933	"-"	1	"GL349690"	298845	298964	"+"	1	120	120	120	100	100	99.2	119	1	0	0	1	120	40	NA	"Or_g31_3"
"Or37"	"Or_g31.4"	"Or37.3"	"Or"	"None"	"EQ125842"	24635	24536	"-"	1	"GL349690"	297262	297361	"+"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g31_4"
"Or37"	"Or_g31.5"	"Or37.2"	"Or"	"None"	"EQ125842"	25948	25876	"-"	1	"GL349690"	295949	296021	"+"	1	73	73	73	100	100	100	73	0	0	0	3	71	23	NA	"Or_g31_5"
"Or37"	"Or_g31.6"	"Or37.6"	"Or"	"None"	"EQ125842"	22593	22531	"-"	1	"GL349690"	299304	299366	"+"	1	63	63	63	100	100	100	63	0	0	0	1	63	20	NA	"Or_g31_6"
"Or38"	"Or_g32.1"	"Or38.1"	"Or"	"None"	"EQ114324"	16574	15836	"-"	1	"GL349894"	299575	300313	"+"	1	739	739	739	100	100	100	739	0	0	0	1	738	246	NA	"Or_g32_1"
"Or38"	"Or_g32.2"	"Or38.5"	"Or"	"None"	"EQ114324"	14935	14777	"-"	1	"GL349894"	301214	301372	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g32_2"
"Or38"	"Or_g32.3"	"Or38.4"	"Or"	"None"	"EQ114324"	15116	14997	"-"	1	"GL349894"	301033	301152	"+"	1	120	120	120	100	100	100	120	0	0	0	1	120	40	NA	"Or_g32_3"
"Or38"	"Or_g32.4"	"Or38.3"	"Or"	"None"	"EQ114324"	15482	15383	"-"	1	"GL349894"	300667	300766	"+"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g32_4"
"Or38"	"Or_g32.5"	"Or38.2"	"Or"	"None"	"EQ114324"	15696	15612	"-"	1	"GL349894"	300453	300537	"+"	1	85	85	85	100	100	100	85	0	0	0	3	86	28	NA	"Or_g32_5"
"Or38"	"Or_g32.6"	"Or38.6"	"Or"	"None"	"EQ114324"	14703	14647	"-"	1	"GL349894"	301446	301502	"+"	1	57	57	57	100	100	100	57	0	0	0	1	57	18	NA	"Or_g32_6"
"Or39"	"Or_g33.1"	"Or39.1"	"Or"	"None"	"EQ125322"	2857	3637	"+"	1	"GL349721"	429314	430094	"+"	1	781	781	781	100	100	100	781	0	0	0	1	780	260	NA	"Or_g33_1"
"Or39"	"Or_g33.2"	"Or39.5"	"Or"	"None"	"EQ125322"	4496	4654	"+"	1	"GL349721"	430953	431111	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g33_2"
"Or39"	"Or_g33.3"	"Or39.4"	"Or"	"None"	"EQ125322"	4307	4426	"+"	1	"GL349721"	430764	430883	"+"	1	120	120	120	100	100	100	120	0	0	0	1	120	40	NA	"Or_g33_3"
"Or39"	"Or_g33.4"	"Or39.3"	"Or"	"None"	"EQ125322"	4082	4181	"+"	1	"GL349721"	430539	430638	"+"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g33_4"
"Or39"	"Or_g33.5"	"Or39.6"	"Or"	"None"	"EQ125322"	4785	4853	"+"	1	"GL349721"	431242	431310	"+"	1	69	69	69	100	100	100	69	0	0	0	1	69	22	NA	"Or_g33_5"
"Or39"	"Or_g33.6"	"Or39.2"	"Or"	"None"	"EQ125322"	3699	3750	"+"	1	"GL349721"	430156	430207	"+"	1	52	52	52	100	100	100	52	0	0	0	3	50	16	NA	"Or_g33_6"
"Or4"	"Or_g34.1"	"Or4.2"	"Or"	"None"	"EQ123319"	11394	11029	"-"	1	"GL349658"	856037	856402	"+"	1	366	366	366	100	100	100	366	0	0	0	1	366	122	NA	"Or_g34_1"
"Or4"	"Or_g34.2"	"Or4.3"	"Or"	"None"	"EQ123319"	10101	9860	"-"	1	"GL349658"	857330	857571	"+"	1	242	242	242	100	100	100	242	0	0	0	1	240	80	NA	"Or_g34_2"
"Or4"	"Or_g34.3"	"Or4.6"	"Or"	"None"	"EQ123319"	6891	6682	"-"	1	"GL349658"	860540	860749	"+"	1	210	210	210	100	100	100	210	0	0	0	1	210	69	NA	"Or_g34_3"
"Or4"	"Or_g34.4"	"Or4.1"	"Or"	"None"	"EQ123319"	12657	12520	"-"	1	"GL349658"	854774	854911	"+"	1	138	138	138	100	100	100	138	0	0	0	1	138	46	NA	"Or_g34_4"
"Or4"	"Or_g34.5"	"Or4.5"	"Or"	"None"	"EQ123319"	8095	7991	"-"	1	"GL349658"	859336	859440	"+"	1	105	105	105	100	100	100	105	0	0	0	1	105	35	NA	"Or_g34_5"
"Or4"	"Or_g34.6"	"Or4.4"	"Or"	"None"	"EQ123319"	8297	8198	"-"	1	"GL349658"	859134	859233	"+"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g34_6"
"Or40"	"Or_g35.1"	"Or40.1"	"Or"	"None"	"EQ125775"	142723	141979	"-"	1	"GL350337"	120749	120005	"-"	1	745	745	745	100	100	100	745	0	0	0	1	744	248	NA	"Or_g35_1"
"Or40"	"Or_g35.2"	"Or40.5"	"Or"	"None"	"EQ125775"	138606	138448	"-"	1	"GL350337"	116632	116474	"-"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g35_2"
"Or40"	"Or_g35.3"	"Or40.4"	"Or"	"None"	"EQ125775"	138822	138700	"-"	1	"GL350337"	116848	116726	"-"	1	123	123	123	100	100	100	123	0	0	0	1	123	41	NA	"Or_g35_3"
"Or40"	"Or_g35.4"	"Or40.3"	"Or"	"None"	"EQ125775"	139049	138950	"-"	1	"GL350337"	117075	116976	"-"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g35_4"
"Or40"	"Or_g35.5"	"Or40.2"	"Or"	"None"	"EQ125775"	139435	139366	"-"	1	"GL350337"	117461	117392	"-"	1	70	70	70	100	100	100	70	0	0	0	3	68	22	NA	"Or_g35_5"
"Or40"	"Or_g35.6"	"Or40.6"	"Or"	"None"	"EQ125775"	138374	138306	"-"	1	"GL350337"	116400	116332	"-"	1	69	69	69	100	100	100	69	0	0	0	1	69	22	NA	"Or_g35_6"
"Or41"	"Or_g36.1"	"Or41.1"	"Or"	"None"	"EQ125775"	146739	147480	"+"	1	"GL350337"	124885	125626	"+"	1	742	742	742	100	100	100	742	0	0	0	1	741	247	NA	"Or_g36_1"
"Or41"	"Or_g36.2"	"Or41.5"	"Or"	"None"	"EQ125775"	149591	149749	"+"	1	"GL350337"	127737	127895	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g36_2"
"Or41"	"Or_g36.3"	"Or41.4"	"Or"	"None"	"EQ125775"	149405	149524	"+"	1	"GL350337"	127551	127670	"+"	1	120	120	120	100	100	100	120	0	0	0	1	120	40	NA	"Or_g36_3"
"Or41"	"Or_g36.4"	"Or41.3"	"Or"	"None"	"EQ125775"	149162	149261	"+"	1	"GL350337"	127308	127407	"+"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g36_4"
"Or41"	"Or_g36.5"	"Or41.2"	"Or"	"None"	"EQ125775"	147816	147888	"+"	1	"GL350337"	125962	126034	"+"	1	73	73	73	100	100	100	73	0	0	0	3	71	23	NA	"Or_g36_5"
"Or41"	"Or_g36.6"	"Or41.6"	"Or"	"None"	"EQ125775"	149816	149875	"+"	1	"GL350337"	127962	128021	"+"	1	60	60	60	100	100	100	60	0	0	0	1	60	19	NA	"Or_g36_6"
"Or42"	"Or_g37.1"	"Or42.1"	"Or"	"None"	"EQ121298"	107400	106647	"-"	1	"GL349721"	866176	866929	"+"	1	754	754	754	100	100	100	754	0	0	0	1	753	251	NA	"Or_g37_1"
"Or42"	"Or_g37.2"	"Or42.5"	"Or"	"None"	"EQ121298"	103531	103373	"-"	1	"GL349721"	870045	870203	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g37_2"
"Or42"	"Or_g37.3"	"Or42.4"	"Or"	"None"	"EQ121298"	104914	104798	"-"	1	"GL349721"	868662	868778	"+"	1	117	117	117	100	100	100	117	0	0	0	1	117	39	NA	"Or_g37_3"
"Or42"	"Or_g37.4"	"Or42.3"	"Or"	"None"	"EQ121298"	105101	105002	"-"	1	"GL349721"	868475	868574	"+"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g37_4"
"Or42"	"Or_g37.5"	"Or42.2"	"Or"	"None"	"EQ121298"	105527	105446	"-"	1	"GL349721"	868049	868130	"+"	1	82	82	82	100	100	100	82	0	0	0	3	83	27	NA	"Or_g37_5"
"Or42"	"Or_g37.6"	"Or42.6"	"Or"	"None"	"EQ121298"	102629	102558	"-"	1	"GL349721"	870947	871018	"+"	1	72	72	72	100	100	100	72	0	0	0	1	72	23	NA	"Or_g37_6"
"Or43"	"Or_g38.1"	"Or43.1"	"Or"	"None"	"EQ124862"	21729	22461	"+"	1	"GL349635"	1454111	1454843	"+"	1	733	733	733	100	100	99.9	732	1	0	0	1	732	244	NA	"Or_g38_1"
"Or43"	"Or_g38.2"	"Or43.5"	"Or"	"None"	"EQ124862"	23987	24145	"+"	1	"GL349635"	1456369	1456527	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g38_2"
"Or43"	"Or_g38.3"	"Or43.4"	"Or"	"None"	"EQ124862"	23711	23830	"+"	1	"GL349635"	1456093	1456212	"+"	1	120	120	120	100	100	100	120	0	0	0	1	120	40	NA	"Or_g38_3"
"Or43"	"Or_g38.4"	"Or43.3"	"Or"	"None"	"EQ124862"	22958	23057	"+"	1	"GL349635"	1455340	1455439	"+"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g38_4"
"Or43"	"Or_g38.5"	"Or43.2"	"Or"	"None"	"EQ124862"	22669	22759	"+"	1	"GL349635"	1455051	1455141	"+"	1	91	91	91	100	100	100	91	0	0	0	3	89	29	NA	"Or_g38_5"
"Or43"	"Or_g38.6"	"Or43.6"	"Or"	"None"	"EQ124862"	24800	24865	"+"	1	"GL349635"	1457182	1457247	"+"	1	66	66	66	100	100	100	66	0	0	0	1	66	21	NA	"Or_g38_6"
"Or44"	"Or_g39.1"	"Or44.1"	"Or"	"None"	"EQ122331"	87458	86651	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g39_1"
"Or44"	"Or_g39.2"	"Or44.5"	"Or"	"None"	"EQ122331"	65557	65399	"-"	1	"GL349636"	690309	690467	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g39_2"
"Or44"	"Or_g39.3"	"Or44.4"	"Or"	"None"	"EQ122331"	67320	67195	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g39_3"
"Or44"	"Or_g39.4"	"Or44.2"	"Or"	"None"	"EQ122331"	68059	67957	"-"	1	"GL349636"	687807	687909	"+"	1	103	103	103	100	100	100	103	0	0	0	3	101	33	NA	"Or_g39_4"
"Or44"	"Or_g39.5"	"Or44.3"	"Or"	"None"	"EQ122331"	67606	67507	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g39_5"
"Or44"	"Or_g39.6"	"Or44.6"	"Or"	"None"	"EQ122331"	63886	63815	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g39_6"
"Or45"	"Or_g40.1"	"Or45.1"	"Or"	"None"	"EQ121382"	17026	16282	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g40_1"
"Or45"	"Or_g40.2"	"Or45.5"	"Or"	"None"	"EQ121382"	12324	12166	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g40_2"
"Or45"	"Or_g40.3"	"Or45.4"	"Or"	"None"	"EQ121382"	13120	12992	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g40_3"
"Or45"	"Or_g40.4"	"Or45.2"	"Or"	"None"	"EQ121382"	13862	13760	"-"	1	"GL350511"	81462	81360	"-"	1	103	103	103	100	100	100	103	0	0	0	3	101	33	NA	"Or_g40_4"
"Or45"	"Or_g40.5"	"Or45.3"	"Or"	"None"	"EQ121382"	13408	13309	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g40_5"
"Or45"	"Or_g40.6"	"Or45.6"	"Or"	"None"	"EQ121382"	9954	9883	"-"	1	"GL350511"	77573	77502	"-"	1	72	72	72	100	100	98.6	71	1	0	0	1	72	23	"L20W [57]"	"Or_g40_6"
"Or46P"	"Or_g41.1"	"Or46P.1"	"Or"	"None"	"EQ114777"	22624	21826	"-"	1	"GL349682"	88688	89486	"+"	1	799	799	799	100	100	100	799	0	0	0	64	798	245	NA	"Or_g41_1"
"Or46P"	"Or_g41.2"	"Or46P.5"	"Or"	"None"	"EQ114777"	19186	19028	"-"	1	"GL349682"	92126	92284	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g41_2"
"Or46P"	"Or_g41.3"	"Or46P.4"	"Or"	"None"	"EQ114777"	20211	20086	"-"	1	"GL349682"	91101	91226	"+"	1	126	126	126	100	100	100	126	0	0	0	1	126	42	NA	"Or_g41_3"
"Or46P"	"Or_g41.4"	"Or46P.2"	"Or"	"None"	"EQ114777"	21363	21261	"-"	1	"GL349682"	89949	90051	"+"	1	103	103	103	100	100	100	103	0	0	0	3	101	33	NA	"Or_g41_4"
"Or46P"	"Or_g41.5"	"Or46P.3"	"Or"	"None"	"EQ114777"	21023	20924	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g41_5"
"Or46P"	"Or_g41.6"	"Or46P.6"	"Or"	"None"	"EQ114777"	15690	15625	"-"	1	"GL349682"	95622	95687	"+"	1	66	66	66	100	100	100	66	0	0	0	1	66	21	NA	"Or_g41_6"
"Or47"	"Or_g42.1"	"Or47.1"	"Or"	"None"	"EQ116454"	10934	10181	"-"	1	"GL349872"	453270	452517	"-"	1	754	754	754	100	100	98.8	745	9	0	0	1	753	251	"M145I [432] A204V [609] V207I [618] Y210C [627]"	"Or_g42_1"
"Or47"	"Or_g42.2"	"Or47.5"	"Or"	"None"	"EQ116454"	4641	4483	"-"	1	"GL349872"	447376	447218	"-"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g42_2"
"Or47"	"Or_g42.3"	"Or47.4"	"Or"	"None"	"EQ116454"	6300	6175	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g42_3"
"Or47"	"Or_g42.4"	"Or47.3"	"Or"	"None"	"EQ116454"	7680	7581	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g42_4"
"Or47"	"Or_g42.5"	"Or47.2"	"Or"	"None"	"EQ116454"	8579	8486	"-"	1	"GL349872"	451267	451174	"-"	1	94	94	94	100	100	98.9	93	1	0	0	3	92	30	"K2N [5]"	"Or_g42_5"
"Or47"	"Or_g42.6"	"Or47.6"	"Or"	"None"	"EQ116454"	3301	3236	"-"	1	"GL349872"	446037	445972	"-"	1	66	66	66	100	100	98.5	65	1	0	0	1	66	21	"M2T [3]"	"Or_g42_6"
"Or48"	"Or_g43.1"	"Or48.1"	"Or"	"None"	"EQ122366"	62802	62049	"-"	1	"GL349872"	453270	452517	"-"	1	754	754	754	100	100	99.9	753	1	0	0	1	753	251	NA	"Or_g43_1"
"Or48"	"Or_g43.2"	"Or48.5"	"Or"	"None"	"EQ122366"	56920	56762	"-"	1	"GL349872"	447376	447218	"-"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g43_2"
"Or48"	"Or_g43.3"	"Or48.4"	"Or"	"None"	"EQ122366"	58738	58613	"-"	1	"GL349872"	449206	449081	"-"	1	126	126	126	100	100	100	126	0	0	0	1	126	42	NA	"Or_g43_3"
"Or48"	"Or_g43.4"	"Or48.3"	"Or"	"None"	"EQ122366"	59896	59797	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g43_4"
"Or48"	"Or_g43.5"	"Or48.2"	"Or"	"None"	"EQ122366"	60799	60706	"-"	1	"GL349872"	451267	451174	"-"	1	94	94	94	100	100	100	94	0	0	0	3	92	30	NA	"Or_g43_5"
"Or48"	"Or_g43.6"	"Or48.6"	"Or"	"None"	"EQ122366"	55582	55517	"-"	1	"GL349872"	446037	445972	"-"	1	66	66	66	100	100	100	66	0	0	0	1	66	21	NA	"Or_g43_6"
"Or49C"	"Or_g44.1"	"Or49C.1"	"Or"	"None"	"EQ124816"	89321	90074	"+"	1	"GL349913"	159167	158414	"-"	1	754	754	754	100	100	99.5	750	4	0	0	1	753	251	"I3K [6] I24V [69] F40I [117]"	"Or_g44_1"
"Or49C"	"Or_g44.2"	"Or49C.2"	"Or"	"None"	"EQ124816"	91088	91181	"+"	1	"GL349913"	157400	157307	"-"	1	94	94	94	100	100	100	94	0	0	0	3	92	30	NA	"Or_g44_2"
"Or49C"	"Or_g44.3"	"Or49C.3"	"Or"	"None"	"EQ124816"	92913	92946	"+"	1	"GL349746"	448452	448485	"+"	1	34	34	34	100	100	100	34	0	0	0	2	34	11	NA	"Or_g44_3"
"Or5"	"Or_g45.1"	"Or5.1"	"Or"	"None"	"EQ123283"	114655	113997	"-"	1	"GL350031"	535576	536234	"+"	1	659	659	659	100	100	99.7	657	2	0	0	1	660	220	"A40T [117]"	"Or_g45_1"
"Or5"	"Or_g45.2"	"Or5.4"	"Or"	"None"	"EQ123283"	112300	112145	"-"	1	"GL350031"	500550	500705	"+"	1	156	156	156	100	100	100	156	0	0	0	1	156	52	NA	"Or_g45_2"
"Or5"	"Or_g45.3"	"Or5.2"	"Or"	"None"	"EQ123283"	113159	113051	"-"	1	"GL350031"	499691	499799	"+"	1	109	109	109	100	100	100	109	0	0	0	2	109	36	NA	"Or_g45_3"
"Or5"	"Or_g45.4"	"Or5.3"	"Or"	"None"	"EQ123283"	112483	112379	"-"	1	"GL350031"	500367	500471	"+"	1	105	105	105	100	100	100	105	0	0	0	1	105	35	NA	"Or_g45_4"
"Or5"	"Or_g45.5"	"Or5.5"	"Or"	"None"	"EQ123283"	108771	108697	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g45_5"
"Or50C"	"Or_g46.1"	"Or50C.1"	"Or"	"None"	"EQ127259"	3970	3217	"-"	1	"GL349913"	141306	140553	"-"	1	754	754	754	100	100	99.7	752	2	0	0	1	753	251	"I151S [450]"	"Or_g46_1"
"Or50C"	"Or_g46.2"	"Or50C.5"	"Or"	"None"	"EQ127259"	436	278	"-"	1	"GL349913"	137772	137614	"-"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g46_2"
"Or50C"	"Or_g46.3"	"Or50C.4"	"Or"	"None"	"EQ127259"	900	775	"-"	1	"GL349913"	138236	138111	"-"	1	126	126	126	100	100	100	126	0	0	0	1	126	42	NA	"Or_g46_3"
"Or50C"	"Or_g46.4"	"Or50C.3"	"Or"	"None"	"EQ127259"	1370	1271	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Or_g46_4"
"Or50C"	"Or_g46.5"	"Or50C.2"	"Or"	"None"	"EQ127259"	2292	2199	"-"	1	"GL349913"	139628	139535	"-"	1	94	94	94	100	100	100	94	0	0	0	3	92	30	NA	"Or_g46_5"
"Or51"	"Or_g47.1"	"Or51.1"	"Or"	"None"	"EQ127517"	172157	171401	"-"	1	"GL349639"	1436184	1436940	"+"	1	757	757	757	100	100	100	757	0	0	0	1	756	252	NA	"Or_g47_1"
"Or51"	"Or_g47.2"	"Or51.5"	"Or"	"None"	"EQ127517"	166682	166524	"-"	1	"GL350923"	272135	271977	"-"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g47_2"
"Or51"	"Or_g47.3"	"Or51.4"	"Or"	"None"	"EQ127517"	167339	167214	"-"	1	"GL350923"	272792	272667	"-"	1	126	126	126	100	100	100	126	0	0	0	1	126	42	NA	"Or_g47_3"
"Or51"	"Or_g47.4"	"Or51.3"	"Or"	"None"	"EQ127517"	167577	167478	"-"	1	"GL350923"	273030	272931	"-"	1	100	100	100	100	100	100	100	0	0	0	2	100	33	NA	"Or_g47_4"
"Or51"	"Or_g47.5"	"Or51.2"	"Or"	"None"	"EQ127517"	168970	168877	"-"	1	"GL350923"	274426	274333	"-"	1	94	94	94	100	100	100	94	0	0	0	3	92	30	NA	"Or_g47_5"
"Or51"	"Or_g47.6"	"Or51.6"	"Or"	"None"	"EQ127517"	165582	165517	"-"	1	"GL350923"	271035	270970	"-"	1	66	66	66	100	100	100	66	0	0	0	1	66	21	NA	"Or_g47_6"
"Or52"	"Or_g48.1"	"Or52.1"	"Or"	"None"	"EQ114344"	53853	54597	"+"	1	"GL349793"	55121	55865	"+"	1	745	745	745	100	100	100	745	0	0	0	1	744	248	NA	"Or_g48_1"
"Or52"	"Or_g48.2"	"Or52.5"	"Or"	"None"	"EQ114344"	58300	58458	"+"	1	"GL349793"	59568	59726	"+"	1	159	159	159	100	100	100	159	0	0	0	1	159	53	NA	"Or_g48_2"
"Or52"	"Or_g48.3"	"Or52.4"	"Or"	"None"	"EQ114344"	57375	57500	"+"	1	"GL349793"	58643	58768	"+"	1	126	126	126	100	100	100	126	0	0	0	1	126	42	NA	"Or_g48_3"
